Identifier,Coordinate,Family,Common_Name,SubCellular,SubOrganellar
AT4G37940,p04-r08-c07,MADS,AGL21,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G03060,p04-r08-c08,MADS,AGL30,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G65080,p04-r08-c09,MADS,MAF5,Nucleus,Chromosome
AT1G60350,p04-r08-c10,NAC,ANAC024,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G09100,p04-r08-c11,ND,AT4G09100,Secreted,"Secreted, extracellular space"
AT2G42410,p04-r08-c12,C2H2,ATZFP11,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G43430,p04-r08-c13,ND,AT3G43430,Endoplasmic,Endoplasmic reticulum membrane
AT3G51060,p04-r08-c14,SRS,SRS1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G18780,p04-r08-c15,ND,AT1G18780,Nucleus,Chromosome
AT5G54067,p04-r08-c16,REM(B3),AT5G54067,Nucleus,Chromosome
AT1G18760,p04-r08-c17,ND,AT1G18760,Nucleus,Chromosome
AT1G75240,p04-r08-c18,zf-HD,HB33,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G61630,p04-r08-c19,AP2-EREBP,CRF6,Nucleus,Chromosome
AT5G15850,p04-r08-c20,C2C2-CO-like,BBX2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G36710,p04-r08-c21,GRAS,HAM4,Nucleus,Chromosome
AT1G34180,p04-r08-c22,NAC,ANAC016,Endoplasmic,Endoplasmic reticulum membrane
AT3G45150,p04-r08-c23,TCP,TCP16,Nucleus,Chromosome
AT1G69560,p04-r08-c24,MYB,MYB105,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G38860,p04-r09-c01,bHLH,BIM3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G38300,p04-r09-c02,G2-like,AT2G38300,Nucleus,Chromosome
AT1G32330,p04-r09-c03,HSF,ATHSFA1D,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G68920,p04-r09-c04,bHLH,bHLH49,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT5G60480,p04-r09-c05,zf-HD,ZHD12,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G34530,p04-r09-c06,bHLH,CIB1,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G55950,p04-r09-c07,GeBP,AT1G55950,Mitochondrion,Mitochondrion inner membrane
AT3G61950,p04-r09-c08,bHLH,AT3G61950,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G12890,p04-r09-c09,AP2-EREBP,AT1G12890,Nucleus,Chromosome
AT1G19000,p04-r09-c10,MYB-related,AT1G19000,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G12977,p04-r09-c11,NAC,AT3G12977,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G19180,p04-r09-c12,ZIM,JAZ1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G06634,p04-r09-c13,C2H2,AtYY1,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G40330,p04-r09-c14,MYB,MYB23,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G20970,p04-r09-c15,bHLH,AT4G20970,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G27230,p04-r09-c16,CCAAT,HTA2,Nucleus,Chromosome
AT1G32510,p04-r09-c17,NAC,NAC011,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G72210,p04-r09-c18,bHLH,bHLH096,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G18335,p04-r09-c19,GNAT,AT1G18335,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G32700,p04-r09-c20,PLATZ,AT1G32700,Nucleus,Chromosome
AT5G04760,p04-r09-c21,MYB,AT5G04760,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G17950,p04-r09-c22,HB,WUS,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G68670,p04-r09-c23,G2-like,HHO2,Nucleus,Nucleus speckle; Chromosome
AT4G37610,p04-r09-c24,TAZ,BT5,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G18550,p04-r10-c01,TCP,BRC1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G10000,p04-r10-c02,TRIHELIX,EDA31,Nucleus,Chromosome
AT3G12910,p04-r10-c03,NAC,AT3G12910,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G56200,p04-r10-c04,C2H2,AT5G56200,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G62360,p04-r10-c05,HB,WAM,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G69570,p04-r10-c06,C2C2-DOF,AT1G69570,Nucleus,Chromosome
AT4G08250,p04-r10-c07,GRAS,AT4G08250,Nucleus,Chromosome
AT1G68120,p04-r10-c08,BBR-BPC,ATBPC3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G26170,p04-r10-c09,WRKY,WRKY50,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G68480,p04-r10-c10,C2H2,JAG,Nucleus,Nucleus speckle; Chromosome
AT4G00210,p04-r10-c11,LOB,LBD31,Nucleus,Chromosome
AT2G46735,p04-r10-c12,ND,AT2G46735,Plastid,"Plastid, chloroplast thylakoid membrane"
AT1G09250,p04-r10-c13,ND,AIF4,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G35580,p04-r10-c14,NAC,CBNAC,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G56400,p04-r10-c15,WRKY,ATWRKY70,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G50915,p04-r10-c16,bHLH,AT5G50915,Nucleus,Chromosome
AT2G04240,p04-r10-c17,ND,XERICO,Golgi_apparatus,Golgi apparatus membrane
AT5G65910,p04-r10-c18,BSD,AT5G65910,Golgi_apparatus,"Golgi apparatus, trans-Golgi network"
AT3G47600,p04-r10-c19,MYB,MYB94,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G28550,p04-r10-c20,AP2-EREBP,TOE1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G72360,p04-r10-c21,AP2-EREBP,AtERF73,Nucleus,Chromosome
AT5G25390,p04-r10-c22,AP2-EREBP,SHN3,Nucleus,Chromosome
AT5G17810,p04-r10-c23,HB,WOX12,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
AT3G04930,p04-r10-c24,GeBP,AT3G04930,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G02470,p04-r11-c01,ALFIN-like,AL6,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G67190,p04-r11-c02,AP2-EREBP,DEAR2,Nucleus,Chromosome
AT2G34450,p04-r11-c03,HMG,AT2G34450,Nucleus,Chromosome
AT1G46768,p04-r11-c04,AP2-EREBP,RAP2.1,Nucleus,Chromosome
AT1G59640,p04-r11-c05,bHLH,BPEp,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G40710,p04-r11-c06,C2H2,AT5G40710,Nucleus,Chromosome
AT5G07580,p04-r11-c07,AP2-EREBP,ERF106,Nucleus,Chromosome
AT3G56850,p04-r11-c08,bZIP,DPBF3,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G10280,p04-r11-c09,MYB,MYB92,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G63090,p04-r11-c10,LOB,LOB,Nucleus,Chromosome
AT5G17260,p04-r11-c11,NAC,NAC86,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G54620,p04-r11-c12,bZIP,BZO2H4,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT3G02550,p04-r11-c13,LOB,LBD41,Nucleus,Chromosome
AT2G30590,p04-r11-c14,WRKY,WRKY21,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G14540,p04-r11-c15,CCAAT,NF-YB3,Nucleus,Chromosome
AT3G14230,p04-r11-c16,AP2-EREBP,RAP2.2,Nucleus,Chromosome
AT3G24140,p04-r11-c17,bHLH,FMA,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G44810,p04-r11-c18,GeBP,AT1G44810,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G52660,p04-r11-c19,MYB-related,AT5G52660,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G25820,p04-r11-c20,AP2-EREBP,ESE2,Nucleus,Chromosome
AT2G33350,p04-r11-c21,Orphans/,AT2G33350,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G58780,p04-r11-c22,MADS,SHP1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G46670,p04-r11-c23,Orphans/,AT2G46670,Nucleus,"Nucleus, nucleolus"
AT5G27050,p04-r11-c24,MADS,AGL101,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G33880,p04-r12-c01,HB,WOX9A,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G02450,p04-r12-c02,NAC,LOV1,Nucleus,Chromosome
AT3G11020,p04-r12-c03,AP2-EREBP,DREB2B,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G10585,p04-r12-c04,bHLH,AT1G10585,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G03550,p04-r12-c05,ND,AT3G03550,Membrane,Cell membrane
AT1G61980,p04-r12-c06,mTERF,AT1G61980,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT1G03790,p04-r12-c07,C3H,TZF4,Nucleus,Nucleus speckle; Chromosome
AT1G15340,p04-r12-c08,MBD,MBD10,Nucleus,"Nucleus, nucleolus"
AT1G25280,p04-r12-c09,TUB,AtTLP10,Mitochondrion,Mitochondrion inner membrane
AT1G72740,p04-r12-c10,MYB-related,AT1G72740,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G22140,p04-r12-c11,PHD,EBS,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G12890,p04-r12-c12,Orphans/,ASML2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G69010,p04-r12-c13,bHLH,BIM2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G33280,p04-r12-c14,ABI3-VP1,AT4G33280,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G43010,p04-r12-c15,bHLH,SRL2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
AT2G29660,p04-r12-c16,C2H2,AT2G29660,Membrane,Cell membrane
AT4G13040,p04-r12-c17,AP2-EREBP,AT4G13040,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G47790,p04-r12-c18,FHA,AT5G47790,Cytoplasm,"Cytoplasm, cytoskeleton"
AT4G39250,p04-r12-c19,MYB-related,RSM2,Nucleus,Chromosome
AT1G67710,p04-r12-c20,ARR-B,ARR11,Nucleus,Chromosome
AT3G05690,p04-r12-c21,CCAAT,ATHAP2B,Nucleus,Chromosome
AT5G05330,p04-r12-c22,HMG,AT5G05330,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G18570,p04-r12-c23,MYB,HIG1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G56570,p04-r12-c24,SET,AT3G56570,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G03200,p04-r13-c01,NAC,NAC045,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G27470,p04-r13-c02,CCAAT,NF-YB11,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT4G05170,p04-r13-c03,bHLH,AT4G05170,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G10600,p04-r13-c04,PHD,AT4G10600,Nucleus,Chromosome
AT5G06080,p04-r13-c05,LOB,LBD33,Mitochondrion,Mitochondrion inner membrane
AT5G03415,p04-r13-c06,E2F-DP,DPB,Nucleus,Chromosome
AT2G32020,p04-r13-c07,GNAT,AT2G32020,Cytoplasm,"Cytoplasm, cytosol"
AT1G68030,p04-r13-c08,PHD,AT1G68030,Nucleus,Chromosome
AT2G38130,p04-r13-c09,GNAT,ATMAK3,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G74890,p04-r13-c10,Orphans,ARR15,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G46600,p04-r13-c11,GRAS,AT3G46600,Nucleus,Chromosome
AT2G41310,p04-r13-c12,Orphans,ATRR3,Nucleus,Chromosome
AT4G37750,p04-r13-c13,AP2-EREBP,ANT,Nucleus,Chromosome
AT3G13960,p04-r13-c14,GRF,GRF5,Mitochondrion,Mitochondrion inner membrane
AT1G50600,p04-r13-c15,GRAS,SCL5,Nucleus,Chromosome
AT3G14740,p04-r13-c16,PHD,AT3G14740,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G38900,p04-r13-c17,bZIP,bZIP29,Nucleus,Chromosome
AT2G39000,p04-r13-c18,GNAT,AtNAA70,Plastid,"Plastid, chloroplast stroma"
AT1G76890,p04-r13-c19,TRIHELIX,GT2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G61990,p04-r13-c20,mTERF,AT1G61990,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT2G47190,p04-r13-c21,MYB,MYB2,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT2G34620,p04-r13-c22,mTERF,AT2G34620,Nucleus,Chromosome
AT2G42380,p04-r13-c23,bZIP,BZIP34,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT1G31760,p04-r13-c24,SWI/SNF-BAF60b,AT1G31760,Mitochondrion,Mitochondrion inner membrane
AT1G65620,p04-r14-c01,LOB,AS2,Nucleus,Chromosome
AT4G38910,p04-r14-c02,BBR-BPC,BPC5,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G03780,p04-r14-c03,MYB-related,TRFL10,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G24330,p04-r14-c04,PHD,SDG34,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G01220,p04-r14-c05,HB,HB20,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G18830,p04-r14-c06,OFP,OFP5,Mitochondrion,Mitochondrion inner membrane
AT1G68810,p04-r14-c07,bHLH,T5L1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G58360,p04-r14-c08,OFP,OFP3,Nucleus,Chromosome
AT3G27010,p04-r14-c09,TCP,PCF1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G22240,p04-r14-c10,OFP,OFP10,Mitochondrion,Mitochondrion inner membrane
AT5G57620,p04-r14-c11,MYB,AtMYB36,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G12980,p04-r14-c12,RCD1-like,AT5G12980,Nucleus,Chromosome
AT1G68880,p04-r14-c13,bZIP,AtbZIP,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT3G56230,p04-r14-c14,TRAF,AT3G56230,Nucleus,Chromosome
AT5G26930,p04-r14-c15,C2C2-GATA,GATA23,Nucleus,Chromosome
AT3G53440,p04-r14-c16,ND,AT3G53440,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G21060,p04-r14-c17,CSD,GRP2B,Nucleus,"Nucleus, nucleolus"
AT1G08320,p04-r14-c18,bZIP,bZIP21,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G24590,p04-r14-c19,AP2-EREBP,DRN-LIKE,Nucleus,Chromosome
AT5G49200,p04-r14-c20,C3H,AT5G49200,Nucleus,"Nucleus, nucleolus"
AT2G32460,p04-r14-c21,MYB,ABS7,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G18750,p04-r14-c22,MADS,AGL65,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G18280,p04-r14-c23,TUB,AtTLP2,Nucleus,Chromosome
AT5G05550,p04-r14-c24,TRIHELIX,VFP5,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G66940,p04-r15-c01,C2C2-DOF,ATDOF5.8,Nucleus,Chromosome
AT5G50670,p04-r15-c02,SBP,SPL13B,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G10610,p04-r15-c03,bHLH,AT1G10610,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT5G14170,p04-r15-c04,SWI/SNF-BAF60b,BAF60,Nucleus,Chromosome
AT1G29860,p04-r15-c05,WRKY,ATWRKY71,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G14713,p04-r15-c06,ZIM,PPD1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G08150,p04-r15-c07,HB,BP1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G70030,p04-r15-c08,Orphans,AT1G70030,Nucleus,Chromosome
AT5G49490,p04-r15-c09,MADS,AGL83,Nucleus,Chromosome
AT3G02860,p04-r15-c10,C2H2,ARS1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G14687,p04-r15-c11,zf-HD,AtHB32,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G69030,p04-r15-c12,BSD,AT1G69030,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G51180,p04-r15-c13,ND,AT3G51180,Nucleus,Chromosome
AT2G16770,p04-r15-c14,bZIP,bZIP23,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G17040,p04-r15-c15,NAC,NAC036,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G36060,p04-r15-c16,AP2-EREBP,WIND3,Nucleus,Chromosome
AT1G68840,p04-r15-c17,AP2-EREBP,AtRAV2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G62300,p04-r15-c18,WRKY,WRKY6,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G35700,p04-r15-c19,AP2-EREBP,ERF38,Nucleus,Chromosome
AT4G25610,p04-r15-c20,C2H2,AT4G25610,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G48890,p04-r15-c21,C2H2,LATE,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G50820,p04-r15-c22,NAC,ANAC097,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G62150,p04-r15-c23,mTERF,AT1G62150,Mitochondrion,Mitochondrion inner membrane
AT5G66770,p04-r15-c24,GRAS,AT5G66770,Nucleus,Chromosome
AT3G49760,p04-r16-c01,bZIP,bZIP5,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G62700,p04-r16-c02,NAC,ANAC026,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G08130,p04-r16-c03,bHLH,BIM1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G34400,p04-r16-c04,ABI3-VP1,AT4G34400,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G70920,p04-r16-c05,HB,HB18,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
AT5G53660,p04-r16-c06,GRF,GRF7,Nucleus,Chromosome
AT5G24050,p04-r16-c07,REM(B3),AT5G24050,Nucleus,Chromosome
AT2G21650,p04-r16-c08,MYB-related,RSM1,Nucleus,Chromosome
AT5G43650,p04-r16-c09,bHLH,BHLH92,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G12850,p04-r16-c10,FAR1,FRF3,Nucleus,Chromosome
AT5G26749,p04-r16-c11,C3H,AT5G26749,Nucleus,Chromosome
AT2G36026,p04-r16-c12,OFP,AT2G36026,Nucleus,Chromosome
AT1G77920,p04-r16-c13,bZIP,TGA7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G34590,p04-r16-c14,bZIP,BZIP11,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G07640,p04-r16-c15,C2C2-DOF,OBP2,Nucleus,Chromosome
AT1G18330,p04-r16-c16,MYB-related,EPR1,Nucleus,Chromosome
AT2G20570,p04-r16-c17,G2-like,ATGLK1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G12350,p04-r16-c18,ND,AtMYB42,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G23210,p04-r16-c19,bHLH,bHLH34,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G19350,p04-r16-c20,BES1,BES1,Nucleus,Chromosome
AT5G06420,p04-r16-c21,C3H,AT5G06420,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G01160,p04-r16-c22,C2H2,AT5G01160,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G19860,p04-r16-c23,bHLH,bHLH121,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G25810,p04-r16-c24,AP2-EREBP,tny,Nucleus,Chromosome
AT5G06160,p05-r01-c01,C2H2,ATO,Nucleus,Chromosome
AT3G52540,p05-r01-c02,OFP,OFP18,Cytoplasm,"Cytoplasm, cytosol"
AT5G26610,p05-r01-c03,C2H2,AT5G26610,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G67450,p05-r01-c04,C2H2,AZF1,Nucleus,Nucleus speckle; Chromosome
AT3G56380,p05-r01-c05,Orphans,RR17,Cytoplasm,"Cytoplasm, cytosol"
AT1G32360,p05-r01-c06,C3H,AT1G32360,Nucleus,Chromosome
AT5G25790,p05-r01-c07,CPP,AT5G25790,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G04030,p05-r01-c08,OFP,OFP9,Nucleus,Chromosome
AT5G41090,p05-r01-c09,NAC,ANAC095,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G59380,p05-r01-c10,MBD,MBD6,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G09250,p05-r01-c11,Coactivator,KIWI,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G44190,p05-r01-c12,G2-like,ATGLK2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G07500,p05-r01-c13,FAR1,FRF2,Nucleus,Chromosome
AT5G37260,p05-r01-c14,MYB-related,RVE2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G72030,p05-r01-c15,GNAT,AT1G72030,Cytoplasm,"Cytoplasm, cytosol"
AT1G31040,p05-r01-c16,PLATZ,AT1G31040,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G39030,p05-r01-c17,GNAT,NATA1,Cytoplasm,"Cytoplasm, cytosol"
AT5G35770,p05-r01-c18,SAP,SAP,Mitochondrion,Mitochondrion inner membrane
AT5G20240,p05-r01-c19,MADS,PI,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G45120,p05-r01-c20,C2H2,AT2G45120,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G15500,p05-r01-c21,NAC,ANAC055,Nucleus,Chromosome
AT2G39020,p05-r01-c22,GNAT,NATA2,Cytoplasm,"Cytoplasm, cytosol"
AT3G02400,p05-r01-c23,FHA,AT3G02400,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G20640,p05-r01-c24,ND,AT3G20640,Nucleus,Chromosome
AT4G32010,p05-r02-c01,ABI3-VP1,HSI2-L1,Nucleus,Chromosome
AT5G42700,p05-r02-c02,ABI3-VP1,AT5G42700,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G61740,p05-r02-c03,PHD,ATX3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G28640,p05-r02-c04,AUX-IAA,IAA11,Endoplasmic,Endoplasmic reticulum membrane
AT4G39160,p05-r02-c05,MYB-related,AT4G39160,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G47390,p05-r02-c06,MYB-related,KUA1,Nucleus,Chromosome
AT5G20730,p05-r02-c07,ARF,NPH4,Nucleus,Chromosome
AT4G24240,p05-r02-c08,WRKY,WRKY7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G47070,p05-r02-c09,SBP,SPL1,Nucleus,Chromosome
AT2G31460,p05-r02-c10,REM(B3),AT2G31460,Cytoplasm,"Cytoplasm, cytosol"
AT3G16857,p05-r02-c11,ARR-B,RR1,Nucleus,Chromosome
AT5G27130,p05-r02-c12,MADS,AGL39,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G27230,p05-r02-c13,bHLH,LHW,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G16400,p05-r02-c14,HB,BLH7,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G23980,p05-r02-c15,ARF,ARF9,Nucleus,Chromosome
AT4G00150,p05-r02-c16,GRAS,ATHAM3,Nucleus,Chromosome
AT5G37020,p05-r02-c17,ARF,ATARF8,Nucleus,Chromosome
AT5G66700,p05-r02-c18,HB,ATHB53,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT3G54220,p05-r02-c19,GRAS,SGR1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G14510,p05-r02-c20,ALFIN-like,AL7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G36960,p05-r02-c21,MYB-related,TKI1,Nucleus,"Nucleus, nucleolus"
AT3G18960,p05-r02-c22,ABI3-VP1,AT3G18960,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G73360,p05-r02-c23,HB,EDT1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G30420,p05-r02-c24,MYB-related,ETC2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G53920,p05-r03-c01,SIGMA70-like,SIG3,Plastid,"Plastid, chloroplast stroma"
AT1G28520,p05-r03-c02,VOZ,VOZ1,Nucleus,Chromosome
AT2G27050,p05-r03-c03,EIL,AtEIL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G49690,p05-r03-c04,MYB,RAX3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G29230,p05-r03-c05,NAC,ANAC075,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G35550,p05-r03-c06,BBR-BPC,BPC7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G37580,p05-r03-c07,GNAT,HLS1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT4G36020,p05-r03-c08,CSD,CSDP1,Nucleus,"Nucleus, nucleolus"
AT4G02990,p05-r03-c09,mTERF,BSM,Mitochondrion,Mitochondrion inner membrane
AT2G18120,p05-r03-c10,SRS,SRS4,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G31060,p05-r03-c11,AP2-EREBP,AT4G31060,Nucleus,Chromosome
AT3G04100,p05-r03-c12,MADS,AGL57,Nucleus,"Nucleus, nucleolus; Chromosome"
